sales_id,order_date,customer_id,product_id,region_id,quantity,unit_price,channel,sales_amount
5071,2023-11-28,2603,73,1,5,3106,Store,15530
5072,2022-03-12,2184,68,2,3,2315,Store,6945
5073,2023-10-28,2378,69,4,3,3736,Store,11208
5074,2023-10-14,3801,135,2,5,3887,Online,19435
5075,2022-03-12,3003,92,5,2,3165,Store,6330
5076,2022-02-15,2443,104,4,1,3425,Store,3425
5077,2022-02-16,156,78,2,1,2918,Store,2918
5078,2023-08-14,3111,170,2,2,760,Online,1520
5079,2023-02-26,3354,102,2,4,3544,Online,14176
5080,2022-05-29,3912,5,2,5,1002,Online,5010
5081,2022-05-10,2918,175,4,3,1452,Store,4356
5082,2023-04-01,2586,48,2,3,576,Online,1728
5083,2023-10-01,3616,123,2,3,1929,Online,5787
5084,2023-09-23,3118,92,1,1,1925,Store,1925
5085,2023-05-20,2716,175,2,1,1428,Online,1428
5086,2022-09-01,244,136,1,2,865,Store,1730
5087,2023-04-19,3975,149,1,4,864,Online,3456
5088,2023-01-17,2595,88,4,5,872,Online,4360
5089,2022-04-13,450,118,1,3,1536,Store,4608
5090,2023-05-04,2326,24,1,2,1728,Online,3456
5091,2022-02-06,754,141,1,4,2743,Online,10972
5092,2023-10-16,406,113,2,1,4253,Store,4253
5093,2023-07-03,3962,143,4,3,4321,Store,12963
5094,2023-06-04,2819,110,1,5,4110,Store,20550
5095,2022-11-29,1070,89,4,3,2042,Online,6126
5096,2023-02-01,749,109,3,3,658,Online,1974
5097,2022-10-23,3592,53,3,5,743,Online,3715
5098,2022-04-17,2820,200,5,2,3258,Store,6516
5099,2023-06-14,1295,159,5,5,1380,Store,6900
5100,2022-03-24,1580,199,3,5,3944,Store,19720
5101,2022-10-15,2286,51,1,1,3380,Store,3380
5102,2023-12-07,2036,175,4,2,3673,Online,7346
5103,2023-04-06,1191,167,1,2,4407,Online,8814
5104,2022-08-03,1400,117,2,4,2502,Online,10008
5105,2022-10-08,3660,57,3,4,4016,Online,16064
5106,2023-04-04,3741,178,1,1,4120,Online,4120
5107,2022-12-10,2249,115,4,1,1119,Store,1119
5108,2022-07-13,2794,57,2,4,4352,Online,17408
5109,2022-06-07,2280,35,2,4,2579,Online,10316
5110,2023-04-10,3518,86,4,2,501,Store,1002
5111,2022-04-14,724,135,2,4,2259,Store,9036
5112,2022-02-03,1442,53,2,5,1827,Online,9135
5113,2022-04-12,1178,10,1,3,788,Store,2364
5114,2023-10-01,3440,39,4,5,2583,Store,12915
5115,2023-12-27,725,186,4,4,4296,Store,17184
5116,2022-11-21,87,163,2,3,3374,Store,10122
5117,2023-11-22,3602,127,2,1,1721,Online,1721
5118,2023-08-15,2751,59,5,4,785,Store,3140
5119,2022-05-21,2868,117,5,4,1935,Store,7740
5120,2023-04-19,54,150,3,1,1948,Online,1948
5121,2022-01-31,1752,137,4,4,3391,Online,13564
5122,2022-03-04,1066,100,4,3,3629,Store,10887
5123,2023-07-14,3421,8,2,1,3833,Store,3833
5124,2022-03-28,1254,120,1,1,647,Online,647
5125,2022-10-31,742,58,4,2,2126,Online,4252
5126,2022-03-02,2742,127,1,4,4924,Store,19696
5127,2023-01-31,2484,95,2,2,3803,Online,7606
5128,2022-11-30,3213,150,2,3,4922,Online,14766
5129,2023-02-15,3360,95,2,3,709,Online,2127
5130,2022-10-11,3923,168,3,1,4085,Store,4085
5131,2023-04-11,1873,156,3,2,1620,Store,3240
5132,2022-03-21,3394,174,3,4,3685,Online,14740
5133,2023-11-23,2642,69,1,3,3006,Store,9018
5134,2022-03-18,2490,52,4,2,4338,Store,8676
5135,2023-06-24,2215,11,4,1,4778,Online,4778
5136,2022-12-27,1947,150,3,5,4767,Online,23835
5137,2022-03-18,3918,47,5,1,3245,Store,3245
5138,2023-05-24,2614,89,3,1,4228,Store,4228
5139,2022-06-13,1487,13,3,2,4620,Store,9240
5140,2022-01-09,3528,126,1,5,4880,Online,24400
5141,2022-06-24,73,100,1,4,1809,Store,7236
5142,2023-04-07,725,118,4,1,1230,Online,1230
5143,2022-11-03,3755,173,2,1,4818,Online,4818
5144,2023-08-11,2996,75,1,5,1122,Online,5610
5145,2022-09-02,270,69,3,4,2160,Online,8640
5146,2022-05-02,219,121,1,1,1385,Online,1385
5147,2022-07-04,3720,78,4,1,2062,Online,2062
5148,2022-02-01,547,22,4,2,4034,Store,8068
5149,2023-07-23,3730,195,3,2,1337,Store,2674
5150,2022-11-06,3255,163,4,3,866,Online,2598
5151,2023-01-07,1102,160,4,2,998,Store,1996
5152,2023-10-18,2356,166,2,4,4931,Store,19724
5153,2023-08-19,1789,58,4,3,2620,Store,7860
5154,2022-02-25,3400,168,4,2,4703,Online,9406
5155,2022-09-30,1969,21,2,5,3395,Store,16975
5156,2023-04-09,1928,49,4,2,1030,Online,2060
5157,2023-11-09,421,97,4,2,1131,Online,2262
5158,2023-04-01,1260,92,1,2,2619,Online,5238
5159,2023-11-01,1858,39,2,1,3615,Store,3615
5160,2022-09-06,2897,189,5,5,3872,Store,19360
5161,2023-11-29,3661,100,1,3,1393,Online,4179
5162,2022-03-19,2934,10,2,1,1224,Online,1224
5163,2023-06-18,2510,168,3,5,3126,Online,15630
5164,2022-04-18,585,58,5,3,2242,Online,6726
5165,2022-09-30,1563,89,2,2,2101,Store,4202
5166,2022-01-15,2964,173,5,1,4740,Store,4740
5167,2023-01-05,2086,145,2,3,3757,Online,11271
5168,2022-10-31,1790,121,2,2,4258,Store,8516
5169,2023-11-03,3980,68,5,1,2177,Online,2177
5170,2022-07-24,2474,10,5,3,868,Store,2604
5171,2022-04-23,3670,117,2,3,1564,Store,4692
5172,2023-11-11,1893,62,2,1,1976,Online,1976
5173,2022-09-10,2482,89,1,1,2696,Store,2696
5174,2023-03-17,3431,160,3,3,4035,Store,12105
5175,2022-07-05,3103,72,2,4,1131,Online,4524
5176,2022-08-15,205,170,2,2,1048,Online,2096
5177,2023-06-12,2753,173,3,3,4860,Store,14580
5178,2023-10-30,742,76,5,1,2312,Store,2312
5179,2022-12-20,1205,149,1,3,1323,Store,3969
5180,2023-09-15,3829,109,3,1,1275,Store,1275
5181,2022-01-01,2088,155,1,2,1803,Store,3606
5182,2023-07-07,2889,128,4,1,579,Store,579
5183,2023-07-14,3495,158,1,1,3975,Store,3975
5184,2023-02-24,2954,74,4,4,760,Online,3040
5185,2023-09-12,3229,129,5,1,3493,Online,3493
5186,2022-06-10,168,9,5,5,3445,Store,17225
5187,2022-06-10,3742,3,1,5,1875,Online,9375
5188,2022-05-08,642,113,5,4,1169,Online,4676
5189,2023-12-23,1106,53,3,2,3586,Online,7172
5190,2022-05-31,3740,170,4,2,3024,Store,6048
5191,2023-03-20,2735,147,1,1,2233,Store,2233
5192,2023-04-16,1824,6,2,4,4676,Online,18704
5193,2023-04-08,2648,135,2,4,3795,Store,15180
5194,2023-12-31,102,171,3,4,2629,Store,10516
5195,2022-01-30,2808,80,1,5,2700,Online,13500
5196,2023-04-18,2766,36,4,2,2053,Store,4106
5197,2023-07-11,89,196,3,5,3000,Online,15000
5198,2022-03-21,2393,96,2,2,3440,Store,6880
5199,2022-02-08,2848,39,5,3,1823,Store,5469
5200,2022-08-28,1947,43,1,1,4065,Online,4065
5201,2023-07-11,3382,165,2,3,3001,Store,9003
5202,2023-08-13,608,156,2,1,1755,Online,1755
5203,2022-12-03,3512,50,3,1,4624,Online,4624
5204,2022-10-07,2207,39,5,4,1747,Store,6988
5205,2022-04-26,3186,130,4,5,2073,Store,10365
5206,2022-09-26,2584,125,1,5,4913,Store,24565
5207,2022-12-01,2211,165,5,2,2760,Online,5520
5208,2022-11-08,286,101,2,4,3593,Store,14372
5209,2022-02-22,865,115,1,5,4435,Store,22175
5210,2022-03-09,55,194,3,2,591,Store,1182
5211,2023-11-25,576,19,5,2,1712,Online,3424
5212,2022-02-03,2081,69,1,2,2181,Online,4362
5213,2023-01-21,558,44,4,5,4456,Store,22280
5214,2022-09-06,731,141,2,1,4305,Store,4305
5215,2022-04-21,993,150,4,4,2880,Online,11520
5216,2022-04-04,801,135,2,4,4404,Online,17616
5217,2023-02-14,196,130,5,2,1690,Store,3380
5218,2022-06-28,3837,62,1,2,4749,Online,9498
5219,2022-02-16,448,89,1,2,1317,Store,2634
5220,2023-08-27,1822,133,1,2,4361,Store,8722
5221,2023-01-11,3820,148,4,2,2659,Store,5318
5222,2023-12-25,1615,126,1,2,3866,Online,7732
5223,2023-08-10,2973,54,2,4,1612,Online,6448
5224,2022-07-21,92,76,2,2,1739,Online,3478
5225,2023-03-21,608,191,2,1,3435,Store,3435
5226,2022-10-24,1252,164,4,3,2079,Store,6237
5227,2022-11-04,286,144,5,5,1902,Store,9510
5228,2023-12-24,2922,57,5,5,3816,Online,19080
5229,2023-05-08,3307,64,5,4,3308,Store,13232
5230,2022-12-04,102,138,3,5,3648,Online,18240
5231,2023-10-08,3836,99,5,2,2577,Store,5154
5232,2022-03-07,140,102,4,1,2105,Store,2105
5233,2023-02-26,835,99,2,4,2950,Online,11800
5234,2023-06-24,1679,51,2,4,3090,Store,12360
5235,2023-09-21,3824,27,3,1,652,Store,652
5236,2023-05-08,2314,135,5,2,3865,Store,7730
5237,2022-11-13,3414,91,1,4,2986,Online,11944
5238,2023-09-18,2621,41,5,1,3365,Store,3365
5239,2022-03-16,535,118,1,2,3820,Store,7640
5240,2023-12-15,2571,126,3,1,3425,Store,3425
5241,2022-02-28,16,97,2,2,2710,Online,5420
5242,2023-01-21,561,121,3,5,4691,Store,23455
5243,2022-01-15,2926,141,5,1,4041,Online,4041
5244,2022-08-19,2384,117,4,2,3134,Online,6268
5245,2023-09-09,910,66,2,3,1739,Online,5217
5246,2023-11-08,1414,131,4,5,3217,Online,16085
5247,2022-07-18,2218,11,3,4,3714,Store,14856
5248,2022-12-20,913,133,5,1,2110,Store,2110
5249,2022-02-04,119,60,2,2,2375,Store,4750
5250,2022-06-11,3114,130,3,4,2763,Store,11052
5251,2023-04-16,3061,92,5,4,3054,Store,12216
5252,2023-06-15,2058,77,5,4,1878,Online,7512
5253,2023-02-27,2478,104,4,4,3357,Store,13428
5254,2022-12-14,1492,64,5,2,4178,Online,8356
5255,2023-11-25,2097,141,3,2,3086,Store,6172
5256,2022-05-27,3849,54,4,3,853,Store,2559
5257,2023-01-09,2255,140,1,3,1905,Online,5715
5258,2023-11-19,3751,146,3,2,574,Online,1148
5259,2023-11-06,514,18,1,2,1936,Store,3872
5260,2023-02-20,3652,145,2,3,2993,Store,8979
5261,2023-11-18,3892,167,4,2,4430,Online,8860
5262,2023-05-09,2008,86,1,1,4395,Online,4395
5263,2023-07-13,1234,141,2,1,2432,Store,2432
5264,2022-09-13,1163,45,1,1,1400,Online,1400
5265,2023-11-17,37,128,4,1,3941,Store,3941
5266,2022-04-13,2266,102,3,4,4388,Online,17552
5267,2022-05-01,1480,117,5,1,845,Store,845
5268,2023-02-23,1536,147,2,3,1110,Store,3330
5269,2022-12-16,3350,147,3,4,1114,Online,4456
5270,2023-10-19,2228,21,3,3,814,Online,2442
5271,2022-02-11,1541,24,5,5,2267,Online,11335
5272,2023-01-02,130,158,2,5,3956,Online,19780
5273,2022-01-29,3717,48,1,2,4442,Online,8884
5274,2022-01-14,2659,163,4,4,1206,Store,4824
5275,2023-04-30,3744,110,5,1,4476,Store,4476
5276,2022-07-08,1772,59,3,5,1805,Store,9025
5277,2022-10-22,2707,17,2,4,1845,Online,7380
5278,2022-07-02,359,48,4,1,647,Store,647
5279,2023-07-02,2675,55,5,5,3949,Store,19745
5280,2022-02-06,3076,137,3,2,2919,Store,5838
5281,2022-01-14,1623,77,2,3,3592,Online,10776
5282,2023-09-27,1582,14,2,2,4102,Store,8204
5283,2023-08-18,3155,154,5,5,4513,Store,22565
5284,2022-06-08,1178,180,5,3,1515,Store,4545
5285,2023-05-09,506,85,2,5,1811,Store,9055
5286,2022-11-25,1533,44,2,5,2711,Store,13555
5287,2023-09-06,818,139,5,1,1660,Online,1660
5288,2022-03-24,794,51,5,4,3047,Online,12188
5289,2023-07-10,839,170,3,3,1164,Online,3492
5290,2023-08-03,3872,190,2,2,3996,Store,7992
5291,2023-07-14,623,163,2,3,4285,Store,12855
5292,2023-07-23,2677,64,4,4,2005,Online,8020
5293,2023-08-10,97,95,4,4,2730,Online,10920
5294,2022-01-22,1964,146,4,4,3426,Online,13704
5295,2022-05-12,1306,142,2,1,2265,Store,2265
5296,2023-04-10,1725,120,1,5,1437,Store,7185
5297,2023-04-01,3672,49,1,2,1814,Store,3628
5298,2022-10-29,2867,197,5,2,2579,Store,5158
5299,2022-09-24,599,145,2,2,4273,Store,8546
5300,2023-01-30,2982,149,4,3,3367,Online,10101
5301,2022-04-30,3610,142,5,1,1107,Online,1107
5302,2022-09-03,3964,3,3,1,1127,Store,1127
5303,2023-07-22,429,159,3,2,4454,Store,8908
5304,2022-02-07,1567,47,1,2,1438,Online,2876
5305,2022-09-02,3198,172,2,4,4687,Store,18748
5306,2022-01-21,3782,17,2,3,3370,Store,10110
5307,2022-04-20,1325,81,3,4,4717,Store,18868
5308,2023-08-29,2591,184,4,5,974,Store,4870
5309,2023-01-29,2415,27,4,4,2370,Store,9480
5310,2023-02-14,1853,71,5,5,2251,Store,11255
5311,2023-10-10,1768,90,1,5,1096,Online,5480
5312,2022-01-08,1069,197,4,4,4468,Store,17872
5313,2023-03-20,1517,130,2,2,3181,Store,6362
5314,2022-11-24,1340,80,5,4,1445,Online,5780
5315,2022-10-17,3261,190,3,5,2448,Store,12240
5316,2023-05-26,2100,109,4,1,4250,Online,4250
5317,2022-12-27,564,87,2,5,3572,Store,17860
5318,2023-08-22,3404,6,2,3,4901,Store,14703
5319,2023-12-17,2547,101,4,1,4572,Online,4572
5320,2022-08-07,977,193,5,4,4900,Store,19600
5321,2023-02-10,1342,146,1,5,2786,Store,13930
5322,2023-09-13,1434,55,5,1,4632,Online,4632
5323,2022-08-08,2371,67,2,2,4793,Online,9586
5324,2023-08-18,1615,185,1,4,3606,Online,14424
5325,2022-04-17,1585,147,4,5,1244,Online,6220
5326,2023-08-04,1254,74,1,3,4956,Online,14868
5327,2023-09-01,1368,139,4,2,2206,Store,4412
5328,2023-12-25,1395,183,3,3,4117,Store,12351
5329,2022-10-13,556,96,1,1,2973,Store,2973
5330,2022-01-08,3364,165,1,3,963,Online,2889
5331,2022-07-08,3509,86,4,5,4985,Online,24925
5332,2022-03-22,1271,132,5,5,3483,Store,17415
5333,2022-04-18,219,13,4,3,946,Store,2838
5334,2022-11-17,534,70,4,1,3073,Store,3073
5335,2023-08-02,2690,93,5,5,1431,Store,7155
5336,2023-11-17,2567,186,3,5,1343,Online,6715
5337,2022-12-12,3856,130,1,3,928,Store,2784
5338,2022-11-24,1496,188,2,3,2799,Online,8397
5339,2023-07-09,1374,89,5,1,2690,Store,2690
5340,2023-11-30,44,160,3,2,3659,Store,7318
5341,2022-10-29,3824,63,5,4,2474,Online,9896
5342,2022-07-19,3950,60,4,4,1999,Store,7996
5343,2023-02-23,65,154,4,4,3986,Online,15944
5344,2022-02-08,246,150,2,3,3807,Online,11421
5345,2022-11-03,987,74,2,5,1042,Store,5210
5346,2022-01-04,1609,132,4,5,4093,Online,20465
5347,2023-09-25,3143,144,4,2,2302,Online,4604
5348,2022-03-18,3781,63,5,5,2114,Store,10570
5349,2023-04-13,1725,170,2,3,1685,Online,5055
5350,2022-06-28,2206,161,4,1,4298,Store,4298
5351,2023-10-07,2986,141,1,1,4254,Store,4254
5352,2022-10-03,1499,46,2,4,3511,Store,14044
5353,2022-06-01,3914,141,4,4,2678,Store,10712
5354,2022-06-13,1049,33,5,1,4353,Online,4353
5355,2022-10-17,3922,123,5,4,784,Online,3136
5356,2023-01-13,3655,14,3,4,4327,Store,17308
5357,2023-09-13,2873,8,4,2,4921,Store,9842
5358,2023-09-30,3295,86,4,1,1832,Online,1832
5359,2022-11-06,160,174,4,2,2981,Store,5962
5360,2023-01-24,2866,126,4,4,4259,Online,17036
5361,2023-10-20,1005,129,3,5,3896,Online,19480
5362,2022-07-02,2123,59,5,4,564,Online,2256
5363,2022-11-02,2186,60,3,4,573,Online,2292
5364,2022-03-13,1942,49,1,2,4472,Store,8944
5365,2022-08-07,479,80,5,3,3283,Online,9849
5366,2023-12-20,2601,93,2,3,777,Store,2331
5367,2022-06-22,1327,61,5,5,980,Store,4900
5368,2023-10-15,3982,116,2,4,1423,Store,5692
5369,2022-09-29,387,23,5,3,1968,Online,5904
5370,2023-12-27,472,133,4,5,2037,Store,10185
5371,2023-04-13,3406,85,2,4,1446,Store,5784
5372,2022-09-26,309,120,5,1,4501,Store,4501
5373,2022-01-20,3600,128,3,5,867,Online,4335
5374,2023-08-01,2935,50,5,3,3688,Store,11064
5375,2023-05-18,701,164,4,4,3687,Store,14748
5376,2022-05-27,3612,148,1,5,727,Online,3635
5377,2023-03-05,3235,43,2,2,1885,Online,3770
5378,2022-06-14,3048,136,3,5,3012,Online,15060
5379,2022-11-06,1922,169,5,3,3016,Online,9048
5380,2023-06-02,1853,25,1,4,760,Store,3040
5381,2022-01-14,3000,116,2,1,947,Store,947
5382,2022-05-12,2018,7,4,1,4776,Online,4776
5383,2023-03-15,1079,115,4,5,4493,Online,22465
5384,2023-11-05,786,86,1,2,3837,Online,7674
5385,2022-09-20,1479,189,5,1,2944,Online,2944
5386,2023-10-05,2353,161,1,2,1516,Online,3032
5387,2022-08-13,102,197,2,5,3134,Online,15670
5388,2022-09-15,3626,38,4,4,3487,Online,13948
5389,2022-08-22,775,12,3,4,646,Store,2584
5390,2022-12-02,3460,124,1,1,3235,Online,3235
5391,2023-02-13,3755,44,5,1,1407,Online,1407
5392,2022-01-24,1232,53,1,1,839,Store,839
5393,2022-09-28,1339,14,1,1,3397,Store,3397
5394,2022-04-05,3121,199,5,5,4455,Online,22275
5395,2022-05-22,572,92,2,2,2227,Online,4454
5396,2023-11-25,3590,52,5,3,1273,Online,3819
5397,2023-12-19,148,180,1,5,4249,Store,21245
5398,2022-03-22,1823,46,1,1,3967,Online,3967
5399,2022-10-01,3283,169,2,1,2289,Store,2289
5400,2022-10-03,3444,130,4,1,2102,Online,2102
5401,2023-04-10,3734,177,4,3,914,Store,2742
5402,2022-07-27,597,100,2,2,633,Online,1266
5403,2022-10-23,978,110,4,1,1221,Store,1221
5404,2022-02-08,3744,28,4,4,4122,Store,16488
5405,2022-10-15,1071,111,3,1,818,Online,818
5406,2022-05-04,3746,32,5,3,3935,Store,11805
5407,2022-10-10,2547,92,4,3,3641,Online,10923
5408,2022-06-29,155,76,5,3,913,Store,2739
5409,2022-04-07,230,22,3,3,672,Online,2016
5410,2022-07-10,3372,170,4,5,1337,Online,6685
5411,2022-03-15,158,112,2,1,3986,Online,3986
5412,2023-03-23,3745,157,2,4,4109,Online,16436
5413,2023-05-12,923,104,3,5,2609,Online,13045
5414,2023-07-15,3319,68,5,2,3412,Online,6824
5415,2023-04-29,2616,161,2,5,1283,Store,6415
5416,2023-12-23,1175,174,3,1,3121,Online,3121
5417,2022-04-26,2347,137,5,5,2379,Store,11895
5418,2023-06-19,3126,38,2,3,3952,Online,11856
5419,2022-04-08,1247,80,4,5,2474,Store,12370
5420,2022-11-24,766,26,1,3,2818,Store,8454
5421,2023-02-11,3652,43,3,5,3450,Online,17250
5422,2022-11-09,2613,181,2,2,907,Store,1814
5423,2023-12-03,467,27,1,1,3045,Store,3045
5424,2023-11-25,3829,11,3,1,3560,Store,3560
5425,2022-05-28,486,107,2,5,4662,Online,23310
5426,2022-12-08,1576,154,2,3,4088,Online,12264
5427,2023-05-10,444,78,5,2,3431,Store,6862
5428,2022-01-23,1878,57,2,3,3645,Store,10935
5429,2022-04-15,905,1,3,1,2483,Store,2483
5430,2023-11-06,2911,11,5,3,2923,Online,8769
5431,2023-08-02,3210,158,1,2,3748,Store,7496
5432,2023-07-12,1802,88,5,2,2759,Store,5518
5433,2023-08-16,926,132,2,3,1219,Online,3657
5434,2023-10-21,3722,86,4,4,1842,Store,7368
5435,2022-08-10,1978,110,2,2,4959,Store,9918
5436,2022-01-15,292,72,3,2,3171,Store,6342
5437,2023-09-25,1234,111,3,4,853,Store,3412
5438,2022-03-19,3756,33,5,1,789,Store,789
5439,2022-11-18,3769,161,3,5,4930,Online,24650
5440,2022-08-29,1835,74,2,5,2476,Store,12380
5441,2022-01-18,752,66,4,5,3423,Online,17115
5442,2023-03-30,1235,108,5,5,1595,Online,7975
5443,2023-03-19,2923,4,2,1,4168,Store,4168
5444,2022-10-04,663,179,2,4,1395,Online,5580
5445,2023-02-28,3460,155,3,2,2234,Online,4468
5446,2023-04-21,1420,33,5,1,4958,Online,4958
5447,2022-01-27,3196,105,3,5,1801,Store,9005
5448,2023-05-29,1585,126,3,3,3690,Store,11070
5449,2023-04-09,920,84,1,5,4333,Store,21665
5450,2022-12-29,909,77,4,1,2756,Online,2756
5451,2023-01-18,124,83,2,1,2096,Store,2096
5452,2023-06-09,68,32,2,2,635,Online,1270
5453,2023-01-17,475,195,4,3,3779,Store,11337
5454,2022-07-03,358,116,4,5,4260,Store,21300
5455,2022-07-13,1767,156,2,3,3898,Store,11694
5456,2023-04-07,1480,185,5,4,2006,Online,8024
5457,2022-02-25,1370,19,4,4,2215,Online,8860
5458,2022-08-18,1954,159,4,2,3536,Online,7072
5459,2023-05-04,2569,53,1,3,4010,Store,12030
5460,2022-01-28,3850,88,5,1,3800,Store,3800
5461,2023-08-06,3709,160,3,5,4064,Online,20320
5462,2023-12-23,1907,9,2,1,664,Online,664
5463,2022-07-03,833,179,5,4,3054,Online,12216
5464,2023-03-01,2672,83,5,3,2722,Store,8166
5465,2023-01-10,3570,151,4,2,2934,Online,5868
5466,2022-02-10,3400,25,4,3,3494,Online,10482
5467,2023-04-29,1354,174,2,4,2113,Store,8452
5468,2022-09-17,3638,172,2,1,4886,Store,4886
5469,2023-03-17,2475,194,3,3,2271,Store,6813
5470,2022-03-25,1009,118,5,3,1773,Store,5319
5471,2022-02-15,443,67,4,5,2093,Store,10465
5472,2023-03-16,601,127,4,2,4423,Store,8846
5473,2023-11-02,3167,156,2,2,2817,Store,5634
5474,2023-06-03,3943,78,3,5,4494,Store,22470
5475,2023-03-14,2810,152,2,5,1463,Store,7315
5476,2022-05-16,3003,56,2,4,710,Store,2840
5477,2022-07-02,1475,50,4,1,1063,Online,1063
5478,2023-12-10,3389,101,1,5,4579,Store,22895
5479,2022-06-21,487,3,1,4,2342,Online,9368
5480,2023-08-13,3750,23,3,1,4277,Store,4277
5481,2023-11-21,2787,162,2,3,2702,Store,8106
5482,2023-06-23,2696,9,5,5,2251,Store,11255
5483,2022-04-30,2944,82,2,2,2615,Store,5230
5484,2022-10-08,3649,59,2,2,4897,Store,9794
5485,2022-11-04,2053,66,1,3,4745,Online,14235
5486,2023-12-09,632,150,5,3,3144,Online,9432
5487,2022-10-04,3443,115,2,3,839,Store,2517
5488,2023-06-14,1755,35,2,4,2133,Store,8532
5489,2022-10-22,2925,159,4,3,3604,Store,10812
5490,2022-02-22,3034,78,1,4,3644,Store,14576
5491,2023-03-08,1579,109,5,5,2717,Store,13585
5492,2022-02-21,1212,48,4,5,2944,Store,14720
5493,2023-12-29,26,53,2,4,2730,Store,10920
5494,2022-03-13,3851,75,2,1,2616,Online,2616
5495,2022-01-28,2210,32,4,1,2132,Store,2132
5496,2023-04-14,2793,88,5,5,932,Store,4660
5497,2023-07-01,3202,140,4,5,1317,Online,6585
5498,2023-02-05,2581,62,2,1,4385,Online,4385
5499,2022-07-20,2931,3,3,1,4391,Online,4391
5500,2023-09-03,2458,6,3,4,3639,Store,14556
5501,2023-04-11,1664,127,3,1,1499,Store,1499
5502,2023-10-14,3660,112,3,2,1724,Online,3448
5503,2023-08-18,1097,12,2,1,1074,Store,1074
5504,2023-07-14,1257,53,5,1,4472,Store,4472
5505,2023-01-14,2903,148,2,2,3109,Online,6218
5506,2022-06-26,1130,134,3,3,2474,Online,7422
5507,2022-02-21,901,84,2,2,3770,Online,7540
5508,2022-03-20,9,142,3,5,729,Store,3645
5509,2023-01-20,3703,184,4,5,4773,Store,23865
5510,2023-07-30,50,169,4,5,2125,Online,10625
5511,2022-01-08,1546,49,5,3,2526,Store,7578
5512,2022-08-02,3697,108,4,3,3302,Online,9906
5513,2022-01-25,442,193,3,5,2878,Store,14390
5514,2023-03-26,1802,84,1,1,1679,Store,1679
5515,2023-04-02,1614,104,3,4,614,Store,2456
5516,2023-04-06,2084,95,1,4,637,Online,2548
5517,2022-07-17,3274,31,5,3,4344,Online,13032
5518,2022-04-04,3896,156,2,3,1338,Store,4014
5519,2023-12-20,2166,12,3,4,3185,Online,12740
5520,2023-03-13,702,16,1,1,3284,Online,3284
5521,2023-06-11,754,163,5,1,1466,Store,1466
5522,2023-11-21,1829,44,3,3,4533,Store,13599
5523,2023-01-13,3241,68,2,1,3052,Store,3052
5524,2023-08-10,1536,138,2,4,1893,Online,7572
5525,2022-04-14,230,3,4,3,4101,Online,12303
5526,2023-11-11,560,31,3,2,2817,Online,5634
5527,2023-09-19,1174,180,2,3,1886,Store,5658
5528,2022-02-08,1879,116,1,5,2374,Online,11870
5529,2023-04-03,2256,193,1,1,2406,Online,2406
5530,2022-12-30,1085,5,4,1,4369,Store,4369
5531,2022-05-15,3915,5,3,4,3862,Online,15448
5532,2023-01-09,1141,66,5,3,4134,Store,12402
5533,2022-08-20,239,15,4,4,1450,Online,5800
5534,2022-02-08,3955,193,3,3,3373,Online,10119
5535,2022-02-16,2915,149,3,3,4410,Online,13230
5536,2022-02-05,2096,101,4,2,2533,Store,5066
5537,2022-04-05,1472,199,4,1,3327,Online,3327
5538,2022-12-27,2805,11,2,5,1897,Online,9485
5539,2023-06-09,1492,42,1,5,886,Online,4430
5540,2022-05-26,1317,66,4,1,4323,Store,4323
5541,2023-01-03,2046,94,2,4,940,Store,3760
5542,2022-03-06,3497,61,4,5,3514,Online,17570
5543,2022-08-16,517,60,4,2,3680,Store,7360
5544,2023-06-04,3684,142,2,2,2053,Online,4106
5545,2023-07-09,205,120,5,2,4146,Store,8292
5546,2022-06-30,3252,133,4,5,1311,Online,6555
5547,2023-05-16,3601,31,3,2,3560,Online,7120
5548,2023-08-20,2138,48,2,2,994,Online,1988
5549,2022-06-04,2548,32,5,4,2865,Store,11460
5550,2023-06-19,1132,57,5,1,2209,Online,2209
5551,2023-09-19,1214,162,1,5,4357,Online,21785
5552,2023-03-11,3252,95,5,1,1864,Online,1864
5553,2022-04-09,1785,155,1,2,1410,Online,2820
5554,2023-09-08,3835,82,2,4,2282,Online,9128
5555,2023-01-07,3092,5,5,1,1913,Store,1913
5556,2023-07-17,1383,17,5,3,3119,Store,9357
5557,2022-12-28,3681,197,4,5,3422,Online,17110
5558,2022-04-22,1758,117,4,2,3141,Online,6282
5559,2023-03-29,1680,184,1,2,3186,Store,6372
5560,2022-06-18,7,166,2,3,4529,Online,13587
5561,2023-08-07,1886,123,2,2,1641,Store,3282
5562,2022-05-19,2370,182,1,1,4323,Store,4323
5563,2022-08-19,2316,48,4,2,1997,Online,3994
5564,2022-08-27,3499,49,2,1,1567,Online,1567
5565,2022-09-10,296,169,4,1,4739,Store,4739
5566,2023-03-12,3585,22,1,5,4723,Store,23615
5567,2023-07-15,2618,185,1,5,2291,Store,11455
5568,2023-02-26,1411,194,1,5,4139,Online,20695
5569,2022-10-30,264,19,4,5,4369,Store,21845
5570,2022-03-13,2138,113,4,3,3845,Online,11535
5571,2022-09-20,3560,101,2,3,2385,Online,7155
5572,2022-08-10,3659,130,3,4,3055,Online,12220
5573,2022-03-18,853,33,4,1,4498,Online,4498
5574,2022-03-03,3333,187,5,4,608,Store,2432
5575,2023-04-16,2536,89,4,3,3128,Online,9384
